ReportTitle,Textbox2
REPORTE TRAMITE - PRORROGA DE RESIDENCIA,Fecha Consulta: 03/12/2024 10:18

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
32,A.I.J.CH.,2018,12,AI180029489,"PAGOS, FECHA Y NRO RD. - F",21/12/2018 12:48,25/02/2019 10:36,,,,APROBADO
33,A.I.J.CH.,2018,12,AI180029483,"PAGOS, FECHA Y NRO RD. - F",21/12/2018 11:18,16/01/2019 11:18,,,,APROBADO
34,A.I.J.CH.,2018,12,AI180029471,"PAGOS, FECHA Y NRO RD. - F",21/12/2018 8:44,16/01/2019 8:39,,,,APROBADO
35,A.I.J.CH.,2018,12,AI180029469,"PAGOS, FECHA Y NRO RD. - F",21/12/2018 8:18,11/02/2019 15:38,,,,APROBADO
36,A.I.J.CH.,2018,12,AI180029442,"PAGOS, FECHA Y NRO RD. - F",21/12/2018 0:27,16/01/2019 11:14,,,,APROBADO
37,A.I.J.CH.,2018,12,AI180029404,"PAGOS, FECHA Y NRO RD. - F",20/12/2018 17:41,01/02/2019 15:37,,,,APROBADO
38,A.I.J.CH.,2018,12,AI180029387,"PAGOS, FECHA Y NRO RD. - F",20/12/2018 10:49,16/01/2019 8:50,,,,APROBADO
39,A.I.J.CH.,2018,12,AI180029372,"PAGOS, FECHA Y NRO RD. - F",20/12/2018 9:27,16/01/2019 8:48,,,,APROBADO
40,A.I.J.CH.,2018,12,AI180029370,"PAGOS, FECHA Y NRO RD. - F",20/12/2018 9:25,16/01/2019 8:41,,,,APROBADO
41,A.I.J.CH.,2018,12,AI180029356,"PAGOS, FECHA Y NRO RD. - F",20/12/2018 7:40,22/01/2019 18:12,,,,APROBADO
42,A.I.J.CH.,2018,12,AI180029346,"PAGOS, FECHA Y NRO RD. - F",20/12/2018 5:58,27/03/2019 9:14,,,,APROBADO
43,A.I.J.CH.,2018,12,AI180029333,"PAGOS, FECHA Y NRO RD. - F",20/12/2018 1:23,22/01/2019 18:00,,,,APROBADO
44,A.I.J.CH.,2018,12,AI180029320,"PAGOS, FECHA Y NRO RD. - F",19/12/2018 22:30,15/01/2019 19:17,,,,APROBADO
45,A.I.J.CH.,2018,12,AI180029308,"PAGOS, FECHA Y NRO RD. - F",19/12/2018 19:37,03/01/2019 15:47,,,,APROBADO
46,A.I.J.CH.,2018,12,AI180029290,"PAGOS, FECHA Y NRO RD. - F",19/12/2018 17:30,12/03/2019 12:17,,,,APROBADO
47,A.I.J.CH.,2018,12,AI180029287,"PAGOS, FECHA Y NRO RD. - F",19/12/2018 17:20,12/03/2019 9:01,,,,APROBADO
48,A.I.J.CH.,2018,12,AI180029285,"PAGOS, FECHA Y NRO RD. - F",19/12/2018 17:10,12/03/2019 9:00,,,,APROBADO
49,A.I.J.CH.,2018,12,AI180029247,"PAGOS, FECHA Y NRO RD. - F",19/12/2018 8:48,03/01/2019 16:04,,,,APROBADO
50,A.I.J.CH.,2018,12,AI180029207,"PAGOS, FECHA Y NRO RD. - F",18/12/2018 20:45,12/03/2019 9:57,,,,APROBADO
51,A.I.J.CH.,2018,12,AI180029189,"PAGOS, FECHA Y NRO RD. - F",18/12/2018 16:53,03/01/2019 16:03,,,,APROBADO
52,A.I.J.CH.,2018,12,AI180029139,"PAGOS, FECHA Y NRO RD. - F",18/12/2018 1:46,03/01/2019 16:00,,,,APROBADO
53,A.I.J.CH.,2018,12,AI180029073,"PAGOS, FECHA Y NRO RD. - F",17/12/2018 10:33,03/01/2019 15:59,,,,APROBADO
54,A.I.J.CH.,2018,12,AI180029071,"PAGOS, FECHA Y NRO RD. - F",17/12/2018 10:30,03/01/2019 15:59,,,,APROBADO
55,A.I.J.CH.,2018,12,AI180029069,"PAGOS, FECHA Y NRO RD. - F",17/12/2018 10:28,03/01/2019 15:58,,,,APROBADO
56,A.I.J.CH.,2018,12,AI180029066,"PAGOS, FECHA Y NRO RD. - F",17/12/2018 10:25,03/01/2019 15:56,,,,APROBADO
57,A.I.J.CH.,2018,12,AI180029040,"PAGOS, FECHA Y NRO RD. - F",17/12/2018 0:45,22/01/2019 18:41,,,,APROBADO
58,A.I.J.CH.,2018,12,AI180029037,"PAGOS, FECHA Y NRO RD. - F",17/12/2018 0:42,22/01/2019 18:35,,,,APROBADO
59,A.I.J.CH.,2018,12,AI180029035,"PAGOS, FECHA Y NRO RD. - F",17/12/2018 0:36,22/01/2019 20:04,,,,APROBADO
60,A.I.J.CH.,2018,12,AI180028933,"PAGOS, FECHA Y NRO RD. - F",15/12/2018 21:02,15/01/2019 18:34,,,,APROBADO
61,A.I.J.CH.,2018,12,AI180028873,"PAGOS, FECHA Y NRO RD. - F",15/12/2018 3:03,28/01/2019 11:30,,,,APROBADO
62,A.I.J.CH.,2018,12,AI180028840,"PAGOS, FECHA Y NRO RD. - F",14/12/2018 23:26,15/01/2019 18:29,,,,APROBADO
63,A.I.J.CH.,2018,12,AI180028838,"PAGOS, FECHA Y NRO RD. - F",14/12/2018 23:24,08/01/2019 16:48,,,,APROBADO
64,A.I.J.CH.,2018,12,AI180028836,"PAGOS, FECHA Y NRO RD. - F",14/12/2018 23:21,08/01/2019 16:47,,,,APROBADO
65,A.I.J.CH.,2018,12,AI180028825,"PAGOS, FECHA Y NRO RD. - F",14/12/2018 20:56,03/01/2019 15:56,,,,APROBADO
66,A.I.J.CH.,2018,12,AI180028815,"PAGOS, FECHA Y NRO RD. - F",14/12/2018 19:48,03/01/2019 15:55,,,,APROBADO
67,A.I.J.CH.,2018,12,AI180028813,"PAGOS, FECHA Y NRO RD. - F",14/12/2018 19:35,03/01/2019 15:54,,,,APROBADO
68,A.I.J.CH.,2018,12,AI180028790,"PAGOS, FECHA Y NRO RD. - F",14/12/2018 10:39,16/01/2019 8:28,,,,APROBADO
69,A.I.J.CH.,2018,12,AI180028742,"PAGOS, FECHA Y NRO RD. - F",13/12/2018 22:00,03/01/2019 15:53,,,,APROBADO
70,A.I.J.CH.,2018,12,AI180028726,"PAGOS, FECHA Y NRO RD. - F",13/12/2018 19:38,08/01/2019 13:30,,,,APROBADO
71,A.I.J.CH.,2018,12,AI180028703,"PAGOS, FECHA Y NRO RD. - F",13/12/2018 8:59,08/01/2019 13:19,,,,APROBADO
72,A.I.J.CH.,2018,12,AI180028661,"PAGOS, FECHA Y NRO RD. - F",12/12/2018 20:20,24/01/2019 9:33,,,,APROBADO
73,A.I.J.CH.,2018,12,AI180028581,"PAGOS, FECHA Y NRO RD. - F",12/12/2018 1:13,07/02/2019 10:37,,,,APROBADO
74,A.I.J.CH.,2018,12,AI180028565,"PAGOS, FECHA Y NRO RD. - F",11/12/2018 22:21,03/12/2019 11:54,,,,APROBADO
75,A.I.J.CH.,2018,12,AI180028540,"PAGOS, FECHA Y NRO RD. - F",11/12/2018 18:37,28/12/2018 12:16,,,,APROBADO
76,A.I.J.CH.,2018,12,AI180028488,"PAGOS, FECHA Y NRO RD. - F",11/12/2018 0:07,22/01/2019 19:41,,,,APROBADO
77,A.I.J.CH.,2018,12,AI180028316,"PAGOS, FECHA Y NRO RD. - F",08/12/2018 20:58,16/01/2019 11:17,,,,APROBADO
78,A.I.J.CH.,2018,12,AI180028224,"PAGOS, FECHA Y NRO RD. - F",07/12/2018 19:33,08/01/2019 13:18,,,,APROBADO
79,A.I.J.CH.,2018,12,AI180028222,"PAGOS, FECHA Y NRO RD. - F",07/12/2018 19:31,08/01/2019 13:06,,,,APROBADO
80,A.I.J.CH.,2018,12,AI180028190,"PAGOS, FECHA Y NRO RD. - F",07/12/2018 10:23,08/01/2019 13:06,,,,APROBADO
81,A.I.J.CH.,2018,12,AI180028143,"PAGOS, FECHA Y NRO RD. - F",06/12/2018 13:34,16/01/2019 10:42,,,,APROBADO
82,A.I.J.CH.,2018,12,AI180028079,"PAGOS, FECHA Y NRO RD. - F",06/12/2018 0:35,03/12/2019 11:55,,,,APROBADO
83,A.I.J.CH.,2018,12,AI180028047,"PAGOS, FECHA Y NRO RD. - F",05/12/2018 20:34,08/01/2019 13:10,,,,APROBADO
84,A.I.J.CH.,2018,12,AI180027907,"PAGOS, FECHA Y NRO RD. - F",02/12/2018 20:08,19/03/2019 14:53,,,,APROBADO
85,A.I.J.CH.,2018,12,AI180027896,"PAGOS, FECHA Y NRO RD. - F",02/12/2018 19:12,08/01/2019 13:07,,,,APROBADO
86,A.I.J.CH.,2018,12,AI180027824,"PAGOS, FECHA Y NRO RD. - F",01/12/2018 10:42,07/12/2018 9:32,,,,APROBADO
87,A.I.J.CH.,2018,11,AI180027793,"PAGOS, FECHA Y NRO RD. - F",30/11/2018 23:52,26/12/2018 8:06,,,,APROBADO
88,A.I.J.CH.,2018,11,AI180027726,"PAGOS, FECHA Y NRO RD. - F",29/11/2018 21:48,16/01/2019 10:09,,,,APROBADO
89,A.I.J.CH.,2018,11,AI180027715,"PAGOS, FECHA Y NRO RD. - F",29/11/2018 17:29,18/12/2018 8:06,,,,APROBADO
90,A.I.J.CH.,2018,11,AI180027639,"PAGOS, FECHA Y NRO RD. - F",28/11/2018 18:18,16/01/2019 10:40,,,,APROBADO
91,A.I.J.CH.,2018,11,AI180027551,"PAGOS, FECHA Y NRO RD. - F",27/11/2018 10:54,04/12/2018 13:30,,,,APROBADO
92,A.I.J.CH.,2018,11,AI180027534,"PAGOS, FECHA Y NRO RD. - F",27/11/2018 7:15,04/12/2018 13:30,,,,APROBADO
93,A.I.J.CH.,2018,11,AI180027521,"PAGOS, FECHA Y NRO RD. - F",26/11/2018 23:41,03/12/2018 8:15,,,,APROBADO
94,A.I.J.CH.,2018,11,AI180027471,"PAGOS, FECHA Y NRO RD. - F",26/11/2018 11:06,19/12/2018 13:19,,,,APROBADO
95,A.I.J.CH.,2018,11,AI180027407,"PAGOS, FECHA Y NRO RD. - F",25/11/2018 6:10,16/01/2019 9:42,,,,APROBADO
96,A.I.J.CH.,2018,11,AI180027373,"PAGOS, FECHA Y NRO RD. - F",24/11/2018 11:28,27/12/2018 12:56,,,,APROBADO
97,A.I.J.CH.,2018,11,AI180027328,"PAGOS, FECHA Y NRO RD. - F",23/11/2018 9:22,31/12/2018 13:41,,,,APROBADO
98,A.I.J.CH.,2018,11,AI180027182,"PAGOS, FECHA Y NRO RD. - F",21/11/2018 15:32,03/12/2018 8:10,,,,APROBADO
99,A.I.J.CH.,2018,11,AI180027176,"PAGOS, FECHA Y NRO RD. - F",21/11/2018 11:36,14/12/2018 13:09,,,,APROBADO
100,A.I.J.CH.,2018,11,AI180027114,"PAGOS, FECHA Y NRO RD. - F",20/11/2018 11:48,23/11/2018 11:56,,,,APROBADO
101,A.I.J.CH.,2018,11,AI180027086,"PAGOS, FECHA Y NRO RD. - F",20/11/2018 6:32,04/12/2018 13:28,,,,APROBADO
102,A.I.J.CH.,2018,11,AI180026944,"PAGOS, FECHA Y NRO RD. - F",17/11/2018 23:57,14/12/2018 13:10,,,,APROBADO
103,A.I.J.CH.,2018,11,AI180026925,"PAGOS, FECHA Y NRO RD. - F",17/11/2018 19:07,15/02/2019 12:27,,,,APROBADO
104,A.I.J.CH.,2018,11,AI180026900,"PAGOS, FECHA Y NRO RD. - F",17/11/2018 8:14,23/11/2018 10:58,,,,APROBADO
105,A.I.J.CH.,2018,11,AI180026723,"PAGOS, FECHA Y NRO RD. - F",14/11/2018 9:10,04/12/2018 13:28,,,,APROBADO
106,A.I.J.CH.,2018,11,AI180026677,"PAGOS, FECHA Y NRO RD. - F",13/11/2018 17:38,07/12/2018 9:48,,,,APROBADO
107,A.I.J.CH.,2018,11,AI180026607,"PAGOS, FECHA Y NRO RD. - F",12/11/2018 19:25,13/12/2018 12:48,,,,APROBADO
108,A.I.J.CH.,2018,11,AI180026565,"PAGOS, FECHA Y NRO RD. - F",12/11/2018 9:24,24/11/2018 8:24,,,,APROBADO
109,A.I.J.CH.,2018,11,AI180026488,"PAGOS, FECHA Y NRO RD. - F",10/11/2018 20:59,16/01/2019 18:51,,,,APROBADO
110,A.I.J.CH.,2018,11,AI180026484,"PAGOS, FECHA Y NRO RD. - F",10/11/2018 18:48,12/03/2019 9:36,,,,APROBADO
111,A.I.J.CH.,2018,11,AI180026478,"PAGOS, FECHA Y NRO RD. - F",10/11/2018 14:35,20/12/2018 13:14,,,,APROBADO
112,A.I.J.CH.,2018,11,AI180026473,"PAGOS, FECHA Y NRO RD. - F",10/11/2018 1:46,24/11/2018 8:32,,,,APROBADO
113,A.I.J.CH.,2018,11,AI180026454,"PAGOS, FECHA Y NRO RD. - F",09/11/2018 20:50,04/12/2018 13:29,,,,APROBADO
114,A.I.J.CH.,2018,11,AI180026452,"PAGOS, FECHA Y NRO RD. - F",09/11/2018 20:48,03/12/2018 14:59,,,,APROBADO
115,A.I.J.CH.,2018,11,AI180026429,"PAGOS, FECHA Y NRO RD. - F",09/11/2018 8:40,14/12/2018 13:11,,,,APROBADO
116,A.I.J.CH.,2018,11,AI180026351,"PAGOS, FECHA Y NRO RD. - F",08/11/2018 11:05,04/12/2018 13:35,,,,APROBADO
117,A.I.J.CH.,2018,11,AI180026196,"PAGOS, FECHA Y NRO RD. - F",06/11/2018 4:08,12/11/2018 14:49,,,,APROBADO
118,A.I.J.CH.,2018,11,AI180026082,"PAGOS, FECHA Y NRO RD. - F",04/11/2018 12:43,07/12/2018 9:47,,,,APROBADO
119,A.I.J.CH.,2018,11,AI180026018,"PAGOS, FECHA Y NRO RD. - F",03/11/2018 10:19,12/11/2018 12:58,,,,APROBADO
120,A.I.J.CH.,2018,11,AI180025993,"PAGOS, FECHA Y NRO RD. - F",03/11/2018 3:02,07/12/2018 10:29,,,,APROBADO
121,A.I.J.CH.,2018,11,AI180025985,"PAGOS, FECHA Y NRO RD. - F",02/11/2018 23:56,27/11/2018 13:10,,,,APROBADO
122,A.I.J.CH.,2018,11,AI180025983,"PAGOS, FECHA Y NRO RD. - F",02/11/2018 23:54,16/04/2019 8:29,,,,APROBADO
123,A.I.J.CH.,2018,11,AI180025953,"PAGOS, FECHA Y NRO RD. - F",02/11/2018 18:21,26/11/2018 9:56,,,,APROBADO
124,A.I.J.CH.,2018,11,AI180025883,"PAGOS, FECHA Y NRO RD. - F",01/11/2018 20:33,16/01/2019 11:12,,,,APROBADO
125,A.I.J.CH.,2018,11,AI180025873,"PAGOS, FECHA Y NRO RD. - F",01/11/2018 18:45,19/12/2018 13:13,,,,APROBADO
126,A.I.J.CH.,2018,11,AI180025836,"PAGOS, FECHA Y NRO RD. - F",01/11/2018 0:23,22/11/2018 14:01,,,,APROBADO
127,A.I.J.CH.,2018,11,AI180025834,"PAGOS, FECHA Y NRO RD. - F",01/11/2018 0:20,14/11/2018 10:32,,,,APROBADO
128,A.I.J.CH.,2018,10,AI180025784,"PAGOS, FECHA Y NRO RD. - F",31/10/2018 10:36,09/11/2018 10:32,,,,APROBADO
129,A.I.J.CH.,2018,10,AI180025620,"PAGOS, FECHA Y NRO RD. - F",29/10/2018 12:04,20/11/2018 8:26,,,,APROBADO
130,A.I.J.CH.,2018,10,AI180025514,"PAGOS, FECHA Y NRO RD. - F",27/10/2018 22:07,26/02/2019 10:58,,,,APROBADO
131,A.I.J.CH.,2018,10,AI180025454,"PAGOS, FECHA Y NRO RD. - F",26/10/2018 16:58,07/12/2018 9:45,,,,APROBADO
132,A.I.J.CH.,2018,10,AI180025444,"PAGOS, FECHA Y NRO RD. - F",26/10/2018 10:49,19/12/2018 13:38,,,,APROBADO
133,A.I.J.CH.,2018,10,AI180025416,"PAGOS, FECHA Y NRO RD. - F",26/10/2018 0:00,04/03/2019 19:16,,,,APROBADO
134,A.I.J.CH.,2018,10,AI180025385,"PAGOS, FECHA Y NRO RD. - F",25/10/2018 13:27,15/02/2019 15:05,,,,APROBADO
135,A.I.J.CH.,2018,10,AI180025363,"PAGOS, FECHA Y NRO RD. - F",25/10/2018 7:27,07/01/2019 16:06,,,,APROBADO
136,A.I.J.CH.,2018,10,AI180025263,"PAGOS, FECHA Y NRO RD. - F",23/10/2018 23:10,14/12/2018 13:10,,,,APROBADO
137,A.I.J.CH.,2018,10,AI180025261,"PAGOS, FECHA Y NRO RD. - F",23/10/2018 23:08,14/12/2018 13:10,,,,APROBADO
138,A.I.J.CH.,2018,10,AI180025195,"PAGOS, FECHA Y NRO RD. - F",23/10/2018 5:54,28/11/2018 13:26,,,,APROBADO
139,A.I.J.CH.,2018,10,AI180025115,"PAGOS, FECHA Y NRO RD. - F",22/10/2018 6:42,24/11/2018 9:04,,,,APROBADO
140,A.I.J.CH.,2018,10,AI180025093,"PAGOS, FECHA Y NRO RD. - F",21/10/2018 22:07,07/11/2018 10:45,,,,APROBADO
141,A.I.J.CH.,2018,10,AI180024966,"PAGOS, FECHA Y NRO RD. - F",20/10/2018 10:08,19/11/2018 11:09,,,,APROBADO
142,A.I.J.CH.,2018,10,AI180024941,"PAGOS, FECHA Y NRO RD. - F",20/10/2018 4:07,19/11/2018 13:31,,,,APROBADO
143,A.I.J.CH.,2018,10,AI180024879,"PAGOS, FECHA Y NRO RD. - F",19/10/2018 8:39,07/11/2018 8:21,,,,APROBADO
144,A.I.J.CH.,2018,10,AI180024826,"PAGOS, FECHA Y NRO RD. - F",18/10/2018 11:43,22/11/2018 12:08,,,,APROBADO
145,A.I.J.CH.,2018,10,AI180024799,"PAGOS, FECHA Y NRO RD. - F",18/10/2018 4:40,07/11/2018 14:00,,,,APROBADO
146,A.I.J.CH.,2018,10,AI180024700,"PAGOS, FECHA Y NRO RD. - F",16/10/2018 17:17,09/11/2018 7:40,,,,APROBADO
147,A.I.J.CH.,2018,10,AI180024677,"PAGOS, FECHA Y NRO RD. - F",16/10/2018 10:36,30/10/2018 11:05,,,,APROBADO
148,A.I.J.CH.,2018,10,AI180024651,"PAGOS, FECHA Y NRO RD. - F",16/10/2018 5:14,07/12/2018 9:47,,,,APROBADO
149,A.I.J.CH.,2018,10,AI180024575,"PAGOS, FECHA Y NRO RD. - F",15/10/2018 7:29,21/11/2018 13:20,,,,APROBADO
150,A.I.J.CH.,2018,10,AI180024565,"PAGOS, FECHA Y NRO RD. - F",15/10/2018 2:59,24/11/2018 9:08,,,,APROBADO
151,A.I.J.CH.,2018,10,AI180024562,"PAGOS, FECHA Y NRO RD. - F",15/10/2018 1:12,05/11/2018 11:57,,,,APROBADO
152,A.I.J.CH.,2018,10,AI180024336,"PAGOS, FECHA Y NRO RD. - F",11/10/2018 16:40,19/11/2018 14:31,,,,APROBADO
153,A.I.J.CH.,2018,10,AI180024320,"PAGOS, FECHA Y NRO RD. - F",11/10/2018 9:16,07/11/2018 14:01,,,,APROBADO
154,A.I.J.CH.,2018,10,AI180024199,"PAGOS, FECHA Y NRO RD. - F",09/10/2018 22:11,25/10/2018 13:31,,,,APROBADO
155,A.I.J.CH.,2018,10,AI180024142,"PAGOS, FECHA Y NRO RD. - F",09/10/2018 7:54,12/10/2018 10:23,,,,APROBADO
156,A.I.J.CH.,2018,10,AI180024126,"PAGOS, FECHA Y NRO RD. - F",09/10/2018 0:32,04/12/2018 13:21,,,,APROBADO
157,A.I.J.CH.,2018,10,AI180023977,"PAGOS, FECHA Y NRO RD. - F",07/10/2018 10:28,11/10/2018 12:20,,,,APROBADO
158,A.I.J.CH.,2018,10,AI180023964,"PAGOS, FECHA Y NRO RD. - F",07/10/2018 8:46,28/11/2018 10:37,,,,APROBADO
159,A.I.J.CH.,2018,10,AI180023939,"PAGOS, FECHA Y NRO RD. - F",06/10/2018 23:50,12/10/2018 10:22,,,,APROBADO
160,A.I.J.CH.,2018,10,AI180023868,"PAGOS, FECHA Y NRO RD. - F",05/10/2018 21:27,19/11/2018 13:33,,,,APROBADO
161,A.I.J.CH.,2018,10,AI180023853,"PAGOS, FECHA Y NRO RD. - F",05/10/2018 18:39,08/01/2019 13:01,,,,APROBADO
162,A.I.J.CH.,2018,10,AI180023847,"PAGOS, FECHA Y NRO RD. - F",05/10/2018 18:17,12/10/2018 10:25,,,,APROBADO
163,A.I.J.CH.,2018,10,AI180023817,"PAGOS, FECHA Y NRO RD. - F",05/10/2018 11:18,12/10/2018 10:21,,,,APROBADO
164,A.I.J.CH.,2018,10,AI180023815,"PAGOS, FECHA Y NRO RD. - F",05/10/2018 11:16,12/10/2018 10:24,,,,APROBADO
165,A.I.J.CH.,2018,10,AI180023813,"PAGOS, FECHA Y NRO RD. - F",05/10/2018 11:12,12/10/2018 10:24,,,,APROBADO
166,A.I.J.CH.,2018,10,AI180023810,"PAGOS, FECHA Y NRO RD. - F",05/10/2018 10:18,11/10/2018 14:56,,,,APROBADO
167,A.I.J.CH.,2018,10,AI180023808,"PAGOS, FECHA Y NRO RD. - F",05/10/2018 10:14,11/10/2018 14:54,,,,APROBADO
168,A.I.J.CH.,2018,10,AI180023788,"PAGOS, FECHA Y NRO RD. - F",05/10/2018 7:02,12/10/2018 10:20,,,,APROBADO
169,A.I.J.CH.,2018,10,AI180023717,"PAGOS, FECHA Y NRO RD. - F",04/10/2018 15:06,11/10/2018 14:46,,,,APROBADO
170,A.I.J.CH.,2018,10,AI180023702,"PAGOS, FECHA Y NRO RD. - F",04/10/2018 10:14,25/10/2018 14:47,,,,APROBADO
171,A.I.J.CH.,2018,10,AI180023666,"PAGOS, FECHA Y NRO RD. - F",04/10/2018 1:50,11/10/2018 14:48,,,,APROBADO
172,A.I.J.CH.,2018,10,AI180023601,"PAGOS, FECHA Y NRO RD. - F",03/10/2018 8:31,11/10/2018 14:52,,,,APROBADO
173,A.I.J.CH.,2018,10,AI180023598,"PAGOS, FECHA Y NRO RD. - F",03/10/2018 8:27,12/10/2018 10:20,,,,APROBADO
174,A.I.J.CH.,2018,10,AI180023546,"PAGOS, FECHA Y NRO RD. - F",02/10/2018 19:24,11/10/2018 14:47,,,,APROBADO
175,A.I.J.CH.,2018,10,AI180023516,"PAGOS, FECHA Y NRO RD. - F",02/10/2018 10:27,15/10/2020 12:32,,,,APROBADO
176,A.I.J.CH.,2018,9,AI180023334,"PAGOS, FECHA Y NRO RD. - F",29/09/2018 16:28,19/10/2018 13:07,,,,APROBADO
177,A.I.J.CH.,2018,9,AI180023242,"PAGOS, FECHA Y NRO RD. - F",28/09/2018 3:34,09/11/2018 12:45,,,,APROBADO
178,A.I.J.CH.,2018,9,AI180023192,"PAGOS, FECHA Y NRO RD. - F",27/09/2018 12:38,12/11/2018 18:03,,,,APROBADO
179,A.I.J.CH.,2018,9,AI180023042,"PAGOS, FECHA Y NRO RD. - F",25/09/2018 17:39,09/10/2018 10:51,,,,APROBADO
180,A.I.J.CH.,2018,9,AI180022789,"PAGOS, FECHA Y NRO RD. - F",22/09/2018 8:36,11/10/2018 14:45,,,,APROBADO
