ReportTitle,Textbox2
REPORTE TRAMITE - CAMBIO DE CALIDAD MIGRATORIA,Fecha Consulta: 09/12/2024 18:51

Textbox4,Dependencia,Anio,Mes,NumeroTramite,UltimaEtapa,FechaExpendiente,FechaEtapaAprobacionMasivaFin,FechaPre,OperadorPre,EstadoPre,EstadoTramite
111,LIMA,2019,12,LM190396389,EVALUACIÓN - F,10/12/2019 14:04,18/12/2019 17:51,,,,NO PRESENTADA
112,LIMA,2019,12,LM190396237,EVALUACIÓN - F,10/12/2019 13:04,24/12/2019 12:35,,,,NO PRESENTADA
113,LIMA,2019,12,LM190396234,EVALUACIÓN - F,10/12/2019 13:02,09/01/2020 18:32,,,,NO PRESENTADA
114,LIMA,2019,12,LM190395525,EVALUACIÓN - F,10/12/2019 9:25,03/01/2020 18:10,,,,NO PRESENTADA
115,LIMA,2019,12,LM190395490,EVALUACIÓN - F,10/12/2019 9:13,31/12/2019 15:23,,,,NO PRESENTADA
116,LIMA,2019,12,LM190395320,EVALUACIÓN - F,10/12/2019 8:18,19/12/2019 16:37,,,,NO PRESENTADA
117,LIMA,2019,12,LM190394890,EVALUACIÓN - F,09/12/2019 15:16,11/12/2019 16:18,,,,NO PRESENTADA
118,LIMA,2019,12,LM190394347,EVALUACIÓN - F,09/12/2019 11:53,19/12/2019 19:01,,,,NO PRESENTADA
119,LIMA,2019,12,LM190394199,EVALUACIÓN - F,09/12/2019 11:13,24/12/2019 12:32,,,,NO PRESENTADA
120,LIMA,2019,12,LM190394063,EVALUACIÓN - F,09/12/2019 10:33,11/12/2019 16:17,,,,NO PRESENTADA
121,LIMA,2019,12,LM190393858,EVALUACIÓN - F,09/12/2019 9:36,31/12/2019 15:22,,,,NO PRESENTADA
122,LIMA,2019,12,LM190393808,EVALUACIÓN - F,09/12/2019 9:22,31/12/2019 15:09,,,,NO PRESENTADA
123,LIMA,2019,12,LM190393739,EVALUACIÓN - F,09/12/2019 9:01,11/12/2019 16:15,,,,NO PRESENTADA
124,LIMA,2019,12,LM190392709,EVALUACIÓN - F,06/12/2019 13:45,10/12/2019 16:55,,,,NO PRESENTADA
125,LIMA,2019,12,LM190392699,EVALUACIÓN - F,06/12/2019 13:42,18/12/2019 17:32,,,,NO PRESENTADA
126,LIMA,2019,12,LM190391754,EVALUACIÓN - F,06/12/2019 8:09,10/12/2019 16:54,,,,NO PRESENTADA
127,LIMA,2019,12,LM190391279,EVALUACIÓN - F,05/12/2019 13:54,09/01/2020 18:31,,,,NO PRESENTADA
128,LIMA,2019,12,LM190391254,EVALUACIÓN - F,05/12/2019 13:40,19/12/2019 19:00,,,,NO PRESENTADA
129,LIMA,2019,12,LM190390800,EVALUACIÓN - F,05/12/2019 10:47,13/12/2019 19:02,,,,NO PRESENTADA
130,LIMA,2019,12,LM190390769,EVALUACIÓN - F,05/12/2019 10:38,09/12/2019 16:55,,,,NO PRESENTADA
131,LIMA,2019,12,LM190390597,EVALUACIÓN - F,05/12/2019 9:41,12/12/2019 8:24,,,,NO PRESENTADA
132,LIMA,2019,12,LM190390420,EVALUACIÓN - F,05/12/2019 8:47,09/01/2020 18:29,,,,NO PRESENTADA
133,LIMA,2019,12,LM190390393,EVALUACIÓN - F,05/12/2019 8:36,19/12/2019 18:58,,,,NO PRESENTADA
134,LIMA,2019,12,LM190390326,EVALUACIÓN - F,05/12/2019 8:12,09/12/2019 16:58,,,,NO PRESENTADA
135,LIMA,2019,12,LM190390165,EVALUACIÓN - F,04/12/2019 15:46,09/01/2020 18:27,,,,NO PRESENTADA
136,LIMA,2019,12,LM190390149,EVALUACIÓN - F,04/12/2019 15:40,09/12/2019 17:33,,,,NO PRESENTADA
137,LIMA,2019,12,LM190389769,EVALUACIÓN - F,04/12/2019 13:11,09/01/2020 18:25,,,,NO PRESENTADA
138,LIMA,2019,12,LM190389032,EVALUACIÓN - F,04/12/2019 9:21,09/01/2020 18:21,,,,NO PRESENTADA
139,LIMA,2019,12,LM190388600,EVALUACIÓN - F,03/12/2019 15:20,09/12/2019 17:50,,,,NO PRESENTADA
140,LIMA,2019,12,LM190387438,EVALUACIÓN - F,03/12/2019 9:39,19/12/2019 18:56,,,,NO PRESENTADA
141,LIMA,2019,12,LM190387117,EVALUACIÓN - F,02/12/2019 16:57,06/12/2019 19:22,,,,NO PRESENTADA
142,LIMA,2019,12,LM190386816,EVALUACIÓN - F,02/12/2019 15:25,11/12/2019 17:51,,,,NO PRESENTADA
143,LIMA,2019,12,LM190386114,EVALUACIÓN - F,02/12/2019 11:39,19/12/2019 18:48,,,,NO PRESENTADA
144,LIMA,2019,12,LM190385696,EVALUACIÓN - F,02/12/2019 9:56,11/12/2019 17:49,,,,NO PRESENTADA
145,LIMA,2019,12,LM190385500,EVALUACIÓN - F,02/12/2019 8:56,19/12/2019 18:50,,,,NO PRESENTADA
146,LIMA,2019,11,LM190385038,EVALUACIÓN - F,29/11/2019 17:26,05/12/2019 16:44,,,,NO PRESENTADA
147,LIMA,2019,11,LM190385034,EVALUACIÓN - F,29/11/2019 17:24,05/12/2019 17:46,,,,NO PRESENTADA
148,LIMA,2019,11,LM190384944,EVALUACIÓN - F,29/11/2019 16:50,05/12/2019 17:46,,,,NO PRESENTADA
149,LIMA,2019,11,LM190384848,EVALUACIÓN - F,29/11/2019 16:15,04/12/2019 18:56,,,,NO PRESENTADA
150,LIMA,2019,11,LM190384797,EVALUACIÓN - F,29/11/2019 16:01,04/12/2019 17:20,,,,NO PRESENTADA
151,LIMA,2019,11,LM190384750,EVALUACIÓN - F,29/11/2019 15:51,05/12/2019 17:44,,,,NO PRESENTADA
152,LIMA,2019,11,LM190383911,EVALUACIÓN - F,29/11/2019 11:26,05/12/2019 17:42,,,,NO PRESENTADA
153,LIMA,2019,11,LM190383840,EVALUACIÓN - F,29/11/2019 11:05,09/12/2019 8:00,,,,NO PRESENTADA
154,LIMA,2019,11,LM190383781,EVALUACIÓN - F,29/11/2019 10:51,05/12/2019 17:42,,,,NO PRESENTADA
155,LIMA,2019,11,LM190383415,EVALUACIÓN - F,29/11/2019 9:06,19/12/2019 18:43,,,,NO PRESENTADA
156,LIMA,2019,11,LM190383340,EVALUACIÓN - F,29/11/2019 8:42,09/12/2019 7:57,,,,NO PRESENTADA
157,LIMA,2019,11,LM190383159,EVALUACIÓN - F,28/11/2019 17:03,06/12/2019 18:16,,,,NO PRESENTADA
158,LIMA,2019,11,LM190383034,EVALUACIÓN - F,28/11/2019 16:17,06/12/2019 18:15,,,,NO PRESENTADA
159,LIMA,2019,11,LM190382875,EVALUACIÓN - F,28/11/2019 15:34,06/12/2019 18:13,,,,NO PRESENTADA
160,LIMA,2019,11,LM190382775,EVALUACIÓN - F,28/11/2019 15:10,04/12/2019 18:28,,,,NO PRESENTADA
161,LIMA,2019,11,LM190382750,EVALUACIÓN - F,28/11/2019 15:01,06/12/2019 18:00,,,,NO PRESENTADA
162,LIMA,2019,11,LM190382719,EVALUACIÓN - F,28/11/2019 14:52,06/12/2019 18:01,,,,NO PRESENTADA
163,LIMA,2019,11,LM190382520,EVALUACIÓN - F,28/11/2019 13:44,05/12/2019 13:59,,,,NO PRESENTADA
164,LIMA,2019,11,LM190382243,EVALUACIÓN - F,28/11/2019 11:57,14/01/2020 16:37,,,,NO PRESENTADA
165,LIMA,2019,11,LM190382087,EVALUACIÓN - F,28/11/2019 11:12,06/12/2019 18:10,,,,NO PRESENTADA
166,LIMA,2019,11,LM190381391,EVALUACIÓN - F,27/11/2019 17:11,05/12/2019 17:27,,,,NO PRESENTADA
167,LIMA,2019,11,LM190381312,EVALUACIÓN - F,27/11/2019 16:41,14/01/2020 16:34,,,,NO PRESENTADA
168,LIMA,2019,11,LM190381276,EVALUACIÓN - F,27/11/2019 16:25,06/12/2019 18:37,,,,NO PRESENTADA
169,LIMA,2019,11,LM190381236,EVALUACIÓN - F,27/11/2019 16:13,11/12/2019 17:48,,,,NO PRESENTADA
170,LIMA,2019,11,LM190381121,EVALUACIÓN - F,27/11/2019 15:45,06/12/2019 19:18,,,,NO PRESENTADA
171,LIMA,2019,11,LM190381080,EVALUACIÓN - F,27/11/2019 15:33,06/12/2019 18:36,,,,NO PRESENTADA
172,LIMA,2019,11,LM190381053,EVALUACIÓN - F,27/11/2019 15:26,06/12/2019 18:36,,,,NO PRESENTADA
173,LIMA,2019,11,LM190381050,EVALUACIÓN - F,27/11/2019 15:25,04/12/2019 19:38,,,,NO PRESENTADA
174,LIMA,2019,11,LM190380886,EVALUACIÓN - F,27/11/2019 14:43,04/12/2019 20:15,,,,NO PRESENTADA
175,LIMA,2019,11,LM190380863,EVALUACIÓN - F,27/11/2019 14:38,04/12/2019 17:26,,,,NO PRESENTADA
176,LIMA,2019,11,LM190380738,EVALUACIÓN - F,27/11/2019 13:57,14/01/2020 16:31,,,,NO PRESENTADA
177,LIMA,2019,11,LM190380721,EVALUACIÓN - F,27/11/2019 13:51,11/12/2019 17:46,,,,NO PRESENTADA
178,LIMA,2019,11,LM190380719,EVALUACIÓN - F,27/11/2019 13:50,14/01/2020 16:30,,,,NO PRESENTADA
179,LIMA,2019,11,LM190380396,EVALUACIÓN - F,27/11/2019 11:56,05/12/2019 17:22,,,,NO PRESENTADA
180,LIMA,2019,11,LM190380372,EVALUACIÓN - F,27/11/2019 11:52,06/12/2019 17:57,,,,NO PRESENTADA
181,LIMA,2019,11,LM190380183,EVALUACIÓN - F,27/11/2019 11:04,04/12/2019 18:44,,,,NO PRESENTADA
182,LIMA,2019,11,LM190380050,EVALUACIÓN - F,27/11/2019 10:29,11/12/2019 17:42,,,,NO PRESENTADA
183,LIMA,2019,11,LM190379754,TOMA DE IMAGENES - F,27/11/2019 9:11,,,,,NO PRESENTADA
184,LIMA,2019,11,LM190379715,EVALUACIÓN - F,27/11/2019 8:59,04/12/2019 17:25,,,,NO PRESENTADA
185,LIMA,2019,11,LM190379562,EVALUACIÓN - F,27/11/2019 8:09,02/01/2020 17:10,,,,NO PRESENTADA
186,LIMA,2019,11,LM190379391,EVALUACIÓN - F,26/11/2019 16:09,04/12/2019 20:01,,,,NO PRESENTADA
187,LIMA,2019,11,LM190379380,EVALUACIÓN - F,26/11/2019 16:03,06/12/2019 19:14,,,,NO PRESENTADA
188,LIMA,2019,11,LM190379059,EVALUACIÓN - F,26/11/2019 14:36,13/01/2020 15:01,,,,NO PRESENTADA
189,LIMA,2019,11,LM190378991,EVALUACIÓN - F,26/11/2019 14:16,05/12/2019 17:12,,,,NO PRESENTADA
190,LIMA,2019,11,LM190378939,EVALUACIÓN - F,26/11/2019 14:04,04/12/2019 19:53,,,,NO PRESENTADA
191,LIMA,2019,11,LM190378181,EVALUACIÓN - F,26/11/2019 10:29,11/12/2019 17:39,,,,NO PRESENTADA
192,LIMA,2019,11,LM190378180,EVALUACIÓN - F,26/11/2019 10:29,04/12/2019 18:27,,,,NO PRESENTADA
193,LIMA,2019,11,LM190377535,EVALUACIÓN - F,25/11/2019 16:59,06/12/2019 17:53,,,,NO PRESENTADA
194,LIMA,2019,11,LM190377523,EVALUACIÓN - F,25/11/2019 16:55,05/12/2019 17:02,,,,NO PRESENTADA
195,LIMA,2019,11,LM190377519,EVALUACIÓN - F,25/11/2019 16:53,04/12/2019 19:03,,,,NO PRESENTADA
196,LIMA,2019,11,LM190376349,EVALUACIÓN - F,25/11/2019 11:17,22/01/2020 17:29,,,,NO PRESENTADA
197,LIMA,2019,11,LM190376180,EVALUACIÓN - F,25/11/2019 10:42,04/12/2019 18:57,,,,NO PRESENTADA
198,LIMA,2019,11,LM190375705,EVALUACIÓN - F,25/11/2019 8:13,04/12/2019 18:52,,,,NO PRESENTADA
199,LIMA,2019,11,LM190375371,EVALUACIÓN - F,22/11/2019 18:05,06/12/2019 19:10,,,,NO PRESENTADA
200,LIMA,2019,11,LM190375338,EVALUACIÓN - F,22/11/2019 17:46,04/12/2019 18:49,,,,NO PRESENTADA
201,LIMA,2019,11,LM190375018,EVALUACIÓN - F,22/11/2019 15:55,05/12/2019 17:45,,,,NO PRESENTADA
202,LIMA,2019,11,LM190374965,EVALUACIÓN - F,22/11/2019 15:42,14/01/2020 15:47,,,,NO PRESENTADA
203,LIMA,2019,11,LM190374771,EVALUACIÓN - F,22/11/2019 14:34,06/12/2019 17:47,,,,NO PRESENTADA
204,LIMA,2019,11,LM190374740,EVALUACIÓN - F,22/11/2019 14:22,14/01/2020 16:18,,,,NO PRESENTADA
205,LIMA,2019,11,LM190374680,EVALUACIÓN - F,22/11/2019 13:59,04/12/2019 19:40,,,,NO PRESENTADA
206,LIMA,2019,11,LM190374606,EVALUACIÓN - F,22/11/2019 13:30,04/12/2019 18:47,,,,NO PRESENTADA
207,LIMA,2019,11,LM190374503,EVALUACIÓN - F,22/11/2019 12:51,04/12/2019 17:30,,,,NO PRESENTADA
208,LIMA,2019,11,LM190374497,EVALUACIÓN - F,22/11/2019 12:49,05/12/2019 16:32,,,,NO PRESENTADA
